id_hogar,id_persona,peso_persona,region,grado_urbanizacion,anio_nacimiento,edad,sexo,pais_nacimiento,nacionalidad,situacion_actividad,situacion_profesional,horas_semana,jornada,tipo_contrato,personal_a_cargo,anios_experiencia,meses_desempleo_ref,meses_desempleo_5anios,ocupacion_isco08,sector_cnae,nivel_estudios,estado_salud,enfermedad_cronica,limitacion_actividad,necesito_medico_no_fue,renta_neta_salarial,renta_no_monetaria_salarial,renta_neta_hogar,renta_hogar_indicadores,unidades_consumo,num_miembros_hogar,tipo_hogar,hogar_riesgo_pobreza,hogar_carencia_material,retrasos_hipoteca_alquiler,retrasos_facturas,retrasos_deudas_no_vivienda,capacidad_gastos_imprevistos,capacidad_fin_de_mes,puede_vacaciones,puede_proteina_2dias,tiene_ordenador,tiene_coche,carga_prestamos_no_vivienda,puede_sustituir_muebles,puede_calefaccion_invierno,tipo_vivienda,regimen_tenencia,num_habitaciones,importe_alquiler,gastos_vivienda,cuota_hipoteca,cambio_ingresos_12m,motivo_aumento_ingresos,motivo_disminucion_ingresos,expectativa_ingresos_12m,carga_asistencia_medica,carga_asistencia_dental,carga_medicamentos,baja_intensidad_laboral_2020,arope_2020,carencia_material_social_severa,arope_2030,estres_financiero_alto,renta_hogar_per_capita,ratio_carga_vivienda,precariedad_laboral
2578,257802,684.54763,ES30,Zona muy poblada,1977,47,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,27.0,0.0,0.0,52.0,Comercio/reparación vehículos,Secundaria 1a etapa,Malo,No,Limitado pero no gravemente,No,17388.9,28.2,27533.6,27533.6,2.3,4,"2 adultos, 2 niños",Sí,No,No,No,No,No (no puede),Con dificultad,No,Sí,Sí,Sí,Una carga razonable,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,386.03,418.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga pesada,Ninguna carga,No,Sí,No,Sí,1,11971.13043478261,0.2663975294584476,0
2579,257901,463.01126,ES30,Zona muy poblada,1972,52,Mujer,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Indefinido escrito,Sí,34.0,0.0,0.0,23.0,Educación,Post-secundaria,Bueno,No,No limitado,No,39030.0,0.0,84315.9,84315.9,2.0,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,7.0,0.0,411.18,484.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Ninguna carga,No,No,No,No,0,42157.95,0.12641967717140662,0
2579,257902,458.84213,ES30,Zona muy poblada,1961,63,Hombre,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Indefinido escrito,Sí,42.0,0.0,0.0,23.0,Educación,Post-secundaria,Bueno,No,No limitado,No,41394.4,0.0,84315.9,84315.9,2.0,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,7.0,0.0,411.18,484.0,Se mantienen,,,Mantenerse,Ninguna carga,Una carga razonable,Ninguna carga,No aplicable (≥60 años),No,No,No,0,42157.95,0.11919873219565931,0
2580,258001,974.6346,ES30,Zona muy poblada,1964,60,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,36.0,0.0,0.0,25.0,Información/comunicaciones,Post-secundaria,Bueno,No,No limitado,No,30894.3,317.4,58941.0,58941.0,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,3.0,0.0,230.22,0.0,Han disminuido,,Pérdida empleo,,Ninguna carga,Una carga razonable,Ninguna carga,No aplicable (≥60 años),No,No,No,0,39294.0,0.08942232062225071,0
2581,258101,609.94372,ES30,Zona muy poblada,1962,62,Hombre,España,España,Trabajando,Asalariado,44.0,Tiempo completo,Indefinido escrito,No,40.0,0.0,0.0,83.0,Transporte/almacenamiento,Hasta primaria,Regular,Sí,No limitado,No,27827.5,0.0,39738.9,39738.9,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,0.0,298.22,0.0,Han aumentado,Revalorización salario,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No aplicable (≥60 años),No,No,No,0,15895.560000000001,0.12860084448836584,0
2581,258102,615.17402,ES30,Zona muy poblada,1977,47,Mujer,Extranjero no UE,España,Trabajando,Asalariado,20.0,Tiempo parcial,Indefinido escrito,No,20.0,0.0,0.0,52.0,Comercio/reparación vehículos,Hasta primaria,Bueno,No,Limitado pero no gravemente,No,11005.1,17.8,39738.9,39738.9,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,0.0,298.22,0.0,Han aumentado,Revalorización salario,,Mantenerse,Ninguna carga,Una carga razonable,Una carga razonable,No,No,No,No,0,15895.560000000001,0.3251801437515334,1
2583,258301,1019.75059,ES30,Zona muy poblada,1978,46,Hombre,España,España,Trabajando,Asalariado,35.0,Tiempo parcial,Indefinido escrito,No,26.0,0.0,0.0,42.0,Industria manufacturera,Secundaria 1a etapa,Bueno,No,No limitado,No,20127.7,0.0,39825.0,39825.0,1.8,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con dificultad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,3.0,0.0,292.81,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Ninguna carga,No,No,No,No,0,22125.0,0.17457136185455865,1
2583,258302,1018.11195,ES30,Zona muy poblada,1984,40,Mujer,España,España,Trabajando,Asalariado,35.0,Tiempo parcial,Indefinido escrito,No,17.0,0.0,0.0,43.0,Información/comunicaciones,Post-secundaria,Bueno,No,No limitado,No,16347.7,53.4,39825.0,39825.0,1.8,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con dificultad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,3.0,0.0,292.81,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Ninguna carga,No,No,No,No,0,22125.0,0.21493665775613696,1
2585,258501,1416.18385,ES30,Zona muy poblada,1967,57,Hombre,España,España,Trabajando,Asalariado,37.0,Tiempo completo,Indefinido escrito,No,41.0,0.0,0.0,42.0,Administración pública/defensa,Post-secundaria,Bueno,Sí,No limitado,No,23466.9,0.0,47780.3,47780.3,2.0,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,3.0,0.0,242.6,0.0,Se mantienen,,,Mantenerse,Una carga pesada,Una carga razonable,Una carga razonable,No,No,No,No,0,23890.15,0.12405558467458419,0
2585,258502,1430.29624,ES30,Zona muy poblada,1971,53,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Temporal escrito,No,23.0,0.0,0.0,23.0,Educación,Post-secundaria,Bueno,No,No limitado,No,22000.4,0.0,47780.3,47780.3,2.0,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,3.0,0.0,242.6,0.0,Se mantienen,,,Mantenerse,Una carga pesada,Una carga razonable,Una carga razonable,No,No,No,No,0,23890.15,0.13232486682060324,1
2586,258601,2449.34262,ES30,Zona muy poblada,1990,34,Hombre,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Indefinido escrito,No,14.0,0.0,3.0,23.0,Educación,Post-secundaria,Bueno,No,No limitado,No,26508.8,0.0,46041.9,46041.9,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con dificultad,Sí,No,Sí,Sí,Ninguna carga,No (otras razones),No,Piso ≥10 viviendas,Alquiler precio mercado,5.0,843.5,1008.7,0.0,Han aumentado,Nuevo/cambio empleo,,Mejorar,Ninguna carga,Una carga pesada,No ha consumido,No,No,No,No,0,30694.600000000002,0.4566181796233704,0
2586,258602,2298.06845,ES30,Zona muy poblada,1988,36,Mujer,España,España,Trabajando,Asalariado,39.0,Tiempo completo,Indefinido escrito,No,13.0,0.0,0.0,42.0,Actividades administrativas,Post-secundaria,Bueno,No,No limitado,No,15605.8,0.0,46041.9,46041.9,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con dificultad,Sí,No,Sí,Sí,Ninguna carga,No (otras razones),No,Piso ≥10 viviendas,Alquiler precio mercado,5.0,843.5,1008.7,0.0,Han aumentado,Nuevo/cambio empleo,,Mejorar,Ninguna carga,Una carga pesada,No ha consumido,No,No,Sí,Sí,0,30694.600000000002,0.7756346999192609,0
2587,258701,854.11102,ES30,Zona media,1980,44,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,24.0,0.0,0.0,54.0,Administración pública/defensa,Post-secundaria,Regular,Sí,No limitado,No,36148.0,0.0,72455.1,72455.1,1.8,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Unifamiliar independiente,Propiedad con hipoteca,10.0,0.0,624.19,630.0,Han disminuido,,Pérdida empleo,Mantenerse,Ninguna carga,Una carga razonable,Ninguna carga,No,No,No,No,0,40252.833333333336,0.20721146398140977,0
2587,258702,860.38485,ES30,Zona media,1978,46,Mujer,España,España,Trabajando,Asalariado,10.0,Tiempo parcial,Indefinido escrito,Sí,20.0,0.0,12.0,13.0,Educación,Post-secundaria,Bueno,No,No limitado,No,23899.3,878.7,72455.1,72455.1,1.8,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Unifamiliar independiente,Propiedad con hipoteca,10.0,0.0,624.19,630.0,Han disminuido,,Pérdida empleo,Mantenerse,Ninguna carga,Una carga razonable,Ninguna carga,No,No,No,No,0,40252.833333333336,0.31341001619294295,1
2589,258901,194.40204,ES30,Zona media,1973,51,Mujer,España,España,Trabajando,Asalariado,45.0,Tiempo completo,Indefinido escrito,No,28.0,0.0,0.0,21.0,Actividades profesionales/científicas,Post-secundaria,Bueno,Sí,No limitado,No,30758.4,0.0,34519.1,34519.1,1.8,3,1 adulto con niños,No,No,No,No,No,No (no puede),Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,No (no puede permitírselo),No,Piso <10 viviendas,Propiedad sin hipoteca,4.0,0.0,308.43,0.0,Se mantienen,,,Mejorar,Una carga razonable,No ha utilizado,Una carga razonable,No,No,No,No,0,19177.277777777777,0.12033005617977527,0
2590,259001,776.5228,ES30,Zona media,1970,54,Mujer,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Indefinido escrito,No,25.0,5.0,2.0,34.0,Sanidad/servicios sociales,Post-secundaria,Bueno,No,No limitado,No,18342.2,0.0,44898.3,44898.3,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,No (no puede),Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,No (no puede permitírselo),No,Piso <10 viviendas,Cesión gratuita,4.0,0.0,512.0,0.0,Se mantienen,,,Empeorar,Ninguna carga,Una carga pesada,Una carga razonable,No,No,No,No,0,17959.32,0.3349652713414966,0
2590,259003,772.15386,ES30,Zona media,1971,53,Hombre,Extranjero no UE,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,13.0,0.0,,83.0,Agua/saneamiento,Hasta primaria,Bueno,No,No limitado,No,17749.3,0.0,44898.3,44898.3,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,No (no puede),Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,No (no puede permitírselo),No,Piso <10 viviendas,Cesión gratuita,4.0,0.0,512.0,0.0,Se mantienen,,,Empeorar,Ninguna carga,Una carga pesada,Una carga razonable,No,No,No,No,0,17959.32,0.3461544962336543,0
2592,259201,836.15887,ES30,Zona media,1975,49,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,24.0,0.0,0.0,25.0,Información/comunicaciones,Post-secundaria,Muy bueno,No,No limitado,No,44881.4,942.1,55429.6,55429.6,1.8,3,"2 adultos, 1 niño",No,No,No,No,No,Sí,Con cierta facilidad,No,Sí,Sí,Sí,Ninguna carga,No (no puede permitírselo),Sí,Unifamiliar independiente,Propiedad con hipoteca,6.0,0.0,489.65,360.0,Se mantienen,,,Empeorar,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,30794.22222222222,0.1309183759864888,0
2593,259301,758.59237,ES30,Zona muy poblada,1972,52,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,33.0,0.0,0.0,81.0,Industria manufacturera,,Bueno,No,No limitado,No,26631.5,0.0,44546.8,44546.8,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,No (no puede),Con dificultad,Sí,Sí,Sí,Sí,Una carga razonable,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,356.18,500.0,Se mantienen,,,Mantenerse,Ninguna carga,No ha utilizado,Una carga razonable,No,No,No,No,1,17818.72,0.16049264968176782,0
2593,259302,762.49814,ES30,Zona muy poblada,1975,49,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,25.0,3.0,3.0,51.0,Hostelería,,Bueno,No,No limitado,No,13342.5,39.6,44546.8,44546.8,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,No (no puede),Con dificultad,Sí,Sí,Sí,Sí,Una carga razonable,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,356.18,500.0,Se mantienen,,,Mantenerse,Ninguna carga,No ha utilizado,Una carga razonable,No,No,No,No,1,17818.72,0.3203417650365374,0
2595,259502,1160.71931,ES30,Zona muy poblada,1972,52,Hombre,España,España,Trabajando,Asalariado,41.0,Tiempo completo,Indefinido escrito,No,34.0,0.0,0.0,54.0,Transporte/almacenamiento,Secundaria 1a etapa,Bueno,No,No limitado,No,20539.5,0.0,41705.8,41705.8,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con cierta facilidad,No,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,6.0,0.0,429.18,160.0,Se mantienen,,,,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,16682.32,0.2507441758562769,0
2596,259602,925.97727,ES30,Zona muy poblada,1975,49,Hombre,España,España,Trabajando,Asalariado,45.0,Tiempo completo,Indefinido escrito,Sí,29.0,0.0,0.0,72.0,Industria manufacturera,Post-secundaria,Bueno,No,No limitado,No,31467.0,110.4,34211.1,34211.1,2.5,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad sin hipoteca,5.0,0.0,352.49,0.0,Se mantienen,,,Mantenerse,Ninguna carga,No ha utilizado,Una carga razonable,No,No,No,No,0,13684.439999999999,0.13442272857279056,0
2598,259801,509.36169,ES30,Zona muy poblada,1973,51,Hombre,España,España,Trabajando,Asalariado,38.0,Tiempo completo,Indefinido escrito,No,28.0,0.0,0.0,35.0,Información/comunicaciones,Secundaria 1a etapa,Regular,Sí,No limitado,No,24078.2,0.0,62230.8,62230.8,2.3,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,412.39,300.0,Se mantienen,,,,Una carga razonable,Ninguna carga,Una carga razonable,No,No,No,No,0,27056.869565217396,0.20552532996652575,0
2598,259802,512.24372,ES30,Zona muy poblada,1974,50,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,27.0,0.0,0.0,22.0,Sanidad/servicios sociales,Post-secundaria,Regular,Sí,No limitado,No,34416.7,0.0,62230.8,62230.8,2.3,4,"2 adultos, 2 niños",No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,412.39,300.0,Se mantienen,,,,Una carga razonable,Ninguna carga,Una carga razonable,No,No,No,No,0,27056.869565217396,0.1437871730874837,0
2600,260002,817.61041,ES30,Zona muy poblada,1975,49,Mujer,España,España,Trabajando,Asalariado,28.0,Tiempo parcial,Indefinido escrito,No,30.0,0.0,2.0,34.0,Educación,Secundaria 1a etapa,Bueno,No,No limitado,No,14028.1,0.0,27725.9,27725.9,2.0,3,"2 adultos, 1 niño",No,No,No,No,No,No (no puede),Con dificultad,Sí,Sí,Sí,Sí,Ninguna carga,No (no puede permitírselo),Sí,Piso ≥10 viviendas,Propiedad con hipoteca,5.0,0.0,488.93,500.0,Se mantienen,,,Mantenerse,Una carga pesada,No ha utilizado,Ninguna carga,No,No,No,No,1,13862.95,0.4182433829242734,1
2606,260601,1175.08724,ES30,Zona muy poblada,1982,42,Mujer,España,España,Trabajando,Asalariado,38.0,Tiempo completo,Indefinido escrito,No,17.0,0.0,0.0,41.0,Energía eléctrica/gas,Post-secundaria,Regular,Sí,Limitado pero no gravemente,No,26303.6,255.8,29741.5,29741.5,1.0,1,Una persona: mujer 30-64 años,No,Sí,No,"Sí, dos o más veces","Sí, una vez",No (no puede),Con dificultad,No,Sí,Sí,No,Una carga pesada,No (no puede permitírselo),No,Piso ≥10 viviendas,Alquiler precio mercado,1.0,450.0,579.38,0.0,Han aumentado,Revalorización salario,,,Ninguna carga,Una carga pesada,Ninguna carga,No,Sí,Sí,Sí,1,29741.5,0.26431971289101114,0
2608,260801,426.42328,ES30,Zona muy poblada,1971,53,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,30.0,0.0,0.0,33.0,Educación,Post-secundaria,Bueno,No,No limitado,No,32829.9,0.0,26218.9,26218.9,1.6,3,1 adulto con niños,No,No,No,No,No,No (no puede),Con cierta dificultad,Sí,Sí,Sí,Sí,Una carga razonable,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,5.0,1000.0,1197.3,0.0,Se mantienen,,,Empeorar,Una carga razonable,Una carga pesada,Una carga razonable,No,No,No,No,0,16386.8125,0.437637641296501,0
2609,260901,442.35883,ES30,Zona muy poblada,1975,49,Hombre,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,33.0,0.0,0.0,54.0,Transporte/almacenamiento,Secundaria 1a etapa,Bueno,No,No limitado,No,15977.9,0.0,39421.1,39421.1,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,No (no puede permitírselo),Sí,Una carga pesada,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,5.0,1100.0,1321.14,0.0,Han disminuido,,Reducción horas/salario,Mantenerse,Ninguna carga,Una carga pesada,No ha consumido,No,No,No,No,0,26280.733333333334,0.9922255114877425,0
2609,260902,445.46063,ES30,Zona muy poblada,1979,45,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,25.0,0.0,0.0,32.0,Sanidad/servicios sociales,,Muy bueno,No,No limitado,No,23078.6,0.0,39421.1,39421.1,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,No (no puede permitírselo),Sí,Una carga pesada,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,5.0,1100.0,1321.14,0.0,Han disminuido,,Reducción horas/salario,Mantenerse,Ninguna carga,Una carga pesada,No ha consumido,No,No,No,No,0,26280.733333333334,0.6869428821505638,0
2610,261001,554.99376,ES30,Zona muy poblada,1960,64,Mujer,España,España,Trabajando,Asalariado,6.0,Tiempo parcial,Indefinido escrito,No,8.0,0.0,6.0,91.0,Hogares como empleadores,Hasta primaria,Malo,No,No limitado,No,5500.0,0.0,13700.0,13700.0,1.0,1,Una persona: mujer 30-64 años,No,Sí,"Sí, dos o más veces","Sí, dos o más veces",No,No (no puede),Con mucha dificultad,No,No,No (no puede permitírselo),No (no puede permitírselo),Ninguna carga,No (no puede permitírselo),No,Piso ≥10 viviendas,Alquiler precio reducido,5.0,480.0,538.64,0.0,Se mantienen,,,Mantenerse,Ninguna carga,No ha utilizado,Una carga razonable,No aplicable (≥60 años),Sí,Sí,Sí,1,13700.0,1.1752145454545455,1
2611,261101,2788.35694,ES30,Zona muy poblada,1991,33,Hombre,España,España,Trabajando,Asalariado,30.0,Tiempo completo,Temporal escrito,No,8.0,0.0,3.0,26.0,Información/comunicaciones,Post-secundaria,Muy bueno,No,No limitado,No,6543.1,0.0,19911.0,19911.0,1.0,1,Una persona: hombre 30-64 años,No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,2.0,495.61,600.05,0.0,Se mantienen,,,Mejorar,No ha utilizado,Una carga razonable,Ninguna carga,No,No,No,No,0,19911.0,1.10048753648882,1
2613,261301,1811.94612,ES30,Zona media,1989,35,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,12.0,0.0,0.0,34.0,Actividades profesionales/científicas,Secundaria 1a etapa,Bueno,No,No limitado,No,27122.5,102.3,55602.0,55602.0,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Una carga pesada,Sí,Sí,Piso <10 viviendas,Alquiler precio mercado,3.0,945.9,1181.34,0.0,Han aumentado,Revalorización salario,,Empeorar,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No,0,37068.0,0.5226686330537376,0
2613,261302,1811.94612,ES30,Zona media,1987,37,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,No,19.0,0.0,5.0,41.0,Actividades profesionales/científicas,Secundaria 1a etapa,Bueno,No,No limitado,No,26793.4,751.9,55602.0,55602.0,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Una carga pesada,Sí,Sí,Piso <10 viviendas,Alquiler precio mercado,3.0,945.9,1181.34,0.0,Han aumentado,Revalorización salario,,Empeorar,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No,0,37068.0,0.529088506871095,0
2615,261501,1092.4182,ES30,Zona muy poblada,1976,48,Hombre,España,España,Trabajando,Asalariado,39.0,Tiempo completo,Indefinido escrito,No,25.0,0.0,0.0,24.0,Administración pública/defensa,Post-secundaria,Bueno,No,No limitado,No,35869.5,590.4,77429.5,77429.5,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,5.0,1075.0,1214.35,0.0,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No,0,51619.666666666664,0.40625601137456613,0
2615,261502,1090.66279,ES30,Zona muy poblada,1985,39,Mujer,España,España,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,18.0,0.0,0.0,13.0,Sanidad/servicios sociales,Post-secundaria,Muy bueno,No,No limitado,No,37974.2,0.0,77429.5,77429.5,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,5.0,1075.0,1214.35,0.0,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,No,No,No,0,51619.666666666664,0.383739486282792,0
2618,261801,1364.20324,ES30,Zona muy poblada,1982,42,Hombre,España,España,Trabajando,Asalariado,35.0,Tiempo completo,Indefinido escrito,No,19.0,0.0,0.0,23.0,Educación,Post-secundaria,Bueno,No,No limitado,No,21002.1,0.0,50033.9,50033.9,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,4.0,1093.5,1257.03,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,33355.933333333334,0.7182310340394533,0
2618,261802,1387.9163,ES30,Zona muy poblada,1991,33,Mujer,España,España,Trabajando,Asalariado,38.0,Tiempo completo,Indefinido escrito,No,6.0,0.0,11.0,42.0,Educación,Secundaria 1a etapa,Bueno,No,No limitado,No,10737.4,0.0,50033.9,50033.9,1.5,2,2 adultos <65 sin niños,No,No,No,No,No,Sí,Con cierta dificultad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,4.0,1093.5,1257.03,0.0,Se mantienen,,,Mantenerse,Una carga razonable,Una carga razonable,Una carga razonable,No,No,No,No,0,33355.933333333334,1.4048428856147672,0
2619,261901,2123.1583,ES30,Zona muy poblada,1985,39,Hombre,Extranjero no UE,UE,Trabajando,Asalariado,40.0,Tiempo completo,Indefinido escrito,Sí,12.0,0.0,0.0,25.0,Información/comunicaciones,Post-secundaria,Bueno,No,No limitado,No,12371.68,354.0,12006.62,12006.62,1.0,1,Una persona: hombre 30-64 años,Sí,No,No,No,No,Sí,Con cierta facilidad,Sí,Sí,Sí,Sí,Ninguna carga,Sí,Sí,Piso ≥10 viviendas,Alquiler precio mercado,3.0,1155.0,1284.02,0.0,Se mantienen,,,Mantenerse,Ninguna carga,Ninguna carga,Ninguna carga,No,Sí,No,Sí,0,12006.62,1.245444434385629,0
